Country Name,Country Code,Series Name,Series Code,2021 [YR2021],2022 [YR2022],2023 [YR2023]
Andorra,AND,Classification of national industry,SPI.D5.2.3.CNIN,0,0,0
Andorra,AND,Classification of status of employment,SPI.D5.2.6.EMPL,1,1,1
Andorra,AND,Compilation of government finance statistics,SPI.D5.2.8.FINA,0,0,1
Andorra,AND,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,0,0,0
Andorra,AND,CPI base year,SPI.D5.2.4.CPIBY,0,0,0
Andorra,AND,CRVS (WDI),SPI.D4.2.3.CRVS,1,1,1
Andorra,AND,Labor force participation rate by sex and age (%),SPI.D1.5.LFP,0,0,0
Andorra,AND,National Accounts base year,SPI.D5.2.2.NABY,0,0,0
Andorra,AND,Pillar 1 - Data Use - Score,SPI.INDEX.PIL1,60,60,60
Andorra,AND,Pillar 2 - Data Services - Score,SPI.INDEX.PIL2,..,55.7666666666667,55.7666666666667
Andorra,AND,Pillar 3 - Data Products - Score,SPI.INDEX.PIL3,38.65,33.43125,45.575
Andorra,AND,Pillar 4 - Data Sources - Score,SPI.INDEX.PIL4,..,57.6416666666667,57.6416666666667
Andorra,AND,Pillar 5 - Data Infrastructure - Score,SPI.INDEX.PIL5,15,15,25
Andorra,AND,Quality of Debt service data according to World Bank,SPI.D1.5.DT.TDS.DPPF.XP.ZS,1,1,1
Andorra,AND,SDDS/e-GDDS subscription,SPI.D2.1.GDDS,0,0,0
Andorra,AND,SPI Overall Score,SPI.INDEX,..,44.3679166666667,48.7966666666667
Andorra,AND,System of national accounts in use,SPI.D5.2.1.SNAU,0.5,0.5,0.5
Angola,AGO,Business process,SPI.D5.2.10.GSBP,0,0,0
Angola,AGO,Central government accounting status,SPI.D5.2.7.CGOV,0,0,0
Angola,AGO,Classification of household consumption,SPI.D5.2.5.HOUS,1,1,1
Angola,AGO,Classification of national industry,SPI.D5.2.3.CNIN,1,1,1
Angola,AGO,Classification of status of employment,SPI.D5.2.6.EMPL,0,0,1
Angola,AGO,Compilation of government finance statistics,SPI.D5.2.8.FINA,0,0,0
Angola,AGO,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1,1,1
Angola,AGO,CPI base year,SPI.D5.2.4.CPIBY,0.5,0.5,0.5
Angola,AGO,CRVS (WDI),SPI.D4.2.3.CRVS,0,0,0
Angola,AGO,Labor force participation rate by sex and age (%),SPI.D1.5.LFP,1,1,1
Angola,AGO,National Accounts base year,SPI.D5.2.2.NABY,0,0,0
Angola,AGO,Pillar 1 - Data Use - Score,SPI.INDEX.PIL1,80,80,80
Angola,AGO,Pillar 2 - Data Services - Score,SPI.INDEX.PIL2,62.7,60.7666666666667,60.7666666666667
Angola,AGO,Pillar 3 - Data Products - Score,SPI.INDEX.PIL3,71.33125,69.74375,72.8875
Angola,AGO,Pillar 4 - Data Sources - Score,SPI.INDEX.PIL4,48.25,47.725,47.725
Angola,AGO,Pillar 5 - Data Infrastructure - Score,SPI.INDEX.PIL5,40,40,50
Angola,AGO,Quality of Debt service data according to World Bank,SPI.D1.5.DT.TDS.DPPF.XP.ZS,1,1,1
Angola,AGO,SDDS/e-GDDS subscription,SPI.D2.1.GDDS,0.5,0.5,0.5
Angola,AGO,SPI Overall Score,SPI.INDEX,60.45625,59.6470833333333,62.2758333333333
Angola,AGO,System of national accounts in use,SPI.D5.2.1.SNAU,0.5,0.5,0.5
Antigua and Barbuda,ATG,Business process,SPI.D5.2.10.GSBP,0,0,0
Antigua and Barbuda,ATG,Central government accounting status,SPI.D5.2.7.CGOV,0,0,0
Antigua and Barbuda,ATG,Classification of household consumption,SPI.D5.2.5.HOUS,1,1,1
Antigua and Barbuda,ATG,Classification of national industry,SPI.D5.2.3.CNIN,0.5,0.5,0.5
Antigua and Barbuda,ATG,Classification of status of employment,SPI.D5.2.6.EMPL,0,0,0
Antigua and Barbuda,ATG,Compilation of government finance statistics,SPI.D5.2.8.FINA,0,0,0
Antigua and Barbuda,ATG,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1,1,1
Antigua and Barbuda,ATG,CPI base year,SPI.D5.2.4.CPIBY,0.5,0.5,0.5
Antigua and Barbuda,ATG,CRVS (WDI),SPI.D4.2.3.CRVS,1,1,1
Antigua and Barbuda,ATG,Labor force participation rate by sex and age (%),SPI.D1.5.LFP,0,0,0
Antigua and Barbuda,ATG,National Accounts base year,SPI.D5.2.2.NABY,0,0,0.5
Antigua and Barbuda,ATG,Pillar 1 - Data Use - Score,SPI.INDEX.PIL1,60,60,60
Antigua and Barbuda,ATG,Pillar 2 - Data Services - Score,SPI.INDEX.PIL2,28.8666666666667,26.9,60.2333333333333
Antigua and Barbuda,ATG,Pillar 3 - Data Products - Score,SPI.INDEX.PIL3,64.5625,60.53125,63.8875
Antigua and Barbuda,ATG,Pillar 4 - Data Sources - Score,SPI.INDEX.PIL4,54.4583333333333,49.1166666666667,49.1166666666667
Antigua and Barbuda,ATG,Pillar 5 - Data Infrastructure - Score,SPI.INDEX.PIL5,40,40,45
Antigua and Barbuda,ATG,Quality of Debt service data according to World Bank,SPI.D1.5.DT.TDS.DPPF.XP.ZS,1,1,1
Antigua and Barbuda,ATG,SDDS/e-GDDS subscription,SPI.D2.1.GDDS,0.5,0.5,0.5
Antigua and Barbuda,ATG,SPI Overall Score,SPI.INDEX,49.5775,47.3095833333333,55.6475
Antigua and Barbuda,ATG,System of national accounts in use,SPI.D5.2.1.SNAU,1,1,1
Argentina,ARG,Business process,SPI.D5.2.10.GSBP,1,1,1
Argentina,ARG,Central government accounting status,SPI.D5.2.7.CGOV,1,1,1
Argentina,ARG,Classification of household consumption,SPI.D5.2.5.HOUS,1,1,1
Argentina,ARG,Classification of national industry,SPI.D5.2.3.CNIN,0.5,0.5,0.5
Argentina,ARG,Classification of status of employment,SPI.D5.2.6.EMPL,1,1,1
Argentina,ARG,Compilation of government finance statistics,SPI.D5.2.8.FINA,0,0,0
Argentina,ARG,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,0,0,1
Argentina,ARG,CPI base year,SPI.D5.2.4.CPIBY,0.5,0.5,0.5
Argentina,ARG,CRVS (WDI),SPI.D4.2.3.CRVS,1,1,1
Argentina,ARG,Labor force participation rate by sex and age (%),SPI.D1.5.LFP,1,1,1
Argentina,ARG,National Accounts base year,SPI.D5.2.2.NABY,0,0,0
Argentina,ARG,Pillar 1 - Data Use - Score,SPI.INDEX.PIL1,90,90,90
Argentina,ARG,Pillar 2 - Data Services - Score,SPI.INDEX.PIL2,80.8,80.1333333333333,80.1333333333333
Argentina,ARG,Pillar 3 - Data Products - Score,SPI.INDEX.PIL3,90.15625,83.3375,86.91875
Argentina,ARG,Pillar 4 - Data Sources - Score,SPI.INDEX.PIL4,67.7333333333333,70.625,70.625
Argentina,ARG,Pillar 5 - Data Infrastructure - Score,SPI.INDEX.PIL5,60,60,70
Argentina,ARG,Quality of Debt service data according to World Bank,SPI.D1.5.DT.TDS.DPPF.XP.ZS,1,1,1
Argentina,ARG,SDDS/e-GDDS subscription,SPI.D2.1.GDDS,1,1,1
Argentina,ARG,SPI Overall Score,SPI.INDEX,77.7379166666667,76.8191666666667,79.5354166666667
Argentina,ARG,System of national accounts in use,SPI.D5.2.1.SNAU,1,1,1
Armenia,ARM,Business process,SPI.D5.2.10.GSBP,1,1,1
Armenia,ARM,Central government accounting status,SPI.D5.2.7.CGOV,0.5,0.5,0.5
Armenia,ARM,Classification of household consumption,SPI.D5.2.5.HOUS,1,1,1
Armenia,ARM,Classification of national industry,SPI.D5.2.3.CNIN,1,1,1
Armenia,ARM,Classification of status of employment,SPI.D5.2.6.EMPL,1,1,1
Armenia,ARM,Compilation of government finance statistics,SPI.D5.2.8.FINA,0.5,0.5,0.5
Armenia,ARM,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1,1,1
Armenia,ARM,CPI base year,SPI.D5.2.4.CPIBY,1,1,1
Armenia,ARM,CRVS (WDI),SPI.D4.2.3.CRVS,1,1,1
Armenia,ARM,Labor force participation rate by sex and age (%),SPI.D1.5.LFP,1,1,1
Armenia,ARM,National Accounts base year,SPI.D5.2.2.NABY,1,1,1
Armenia,ARM,Pillar 1 - Data Use - Score,SPI.INDEX.PIL1,100,100,100
Armenia,ARM,Pillar 2 - Data Services - Score,SPI.INDEX.PIL2,84.9,85.4333333333333,85.4333333333333
Armenia,ARM,Pillar 3 - Data Products - Score,SPI.INDEX.PIL3,86.6375,83.65,85.18125
Armenia,ARM,Pillar 4 - Data Sources - Score,SPI.INDEX.PIL4,65.875,64.5583333333333,64.5583333333333
Armenia,ARM,Pillar 5 - Data Infrastructure - Score,SPI.INDEX.PIL5,90,90,90
Armenia,ARM,Quality of Debt service data according to World Bank,SPI.D1.5.DT.TDS.DPPF.XP.ZS,1,1,1
Armenia,ARM,SDDS/e-GDDS subscription,SPI.D2.1.GDDS,1,1,1
Armenia,ARM,SPI Overall Score,SPI.INDEX,85.4825,84.7283333333333,85.0345833333333
Armenia,ARM,System of national accounts in use,SPI.D5.2.1.SNAU,1,1,1
Aruba,ABW,Business process,SPI.D5.2.10.GSBP,..,..,..
Aruba,ABW,Central government accounting status,SPI.D5.2.7.CGOV,..,..,..
Aruba,ABW,Classification of household consumption,SPI.D5.2.5.HOUS,..,..,..
Aruba,ABW,Classification of national industry,SPI.D5.2.3.CNIN,..,..,..
Aruba,ABW,Classification of status of employment,SPI.D5.2.6.EMPL,..,..,..
Aruba,ABW,Compilation of government finance statistics,SPI.D5.2.8.FINA,..,..,..
Aruba,ABW,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,..,..,..
Aruba,ABW,CPI base year,SPI.D5.2.4.CPIBY,..,..,..
Aruba,ABW,CRVS (WDI),SPI.D4.2.3.CRVS,1,1,1
Aruba,ABW,Labor force participation rate by sex and age (%),SPI.D1.5.LFP,0,0,0
Aruba,ABW,National Accounts base year,SPI.D5.2.2.NABY,0,0.5,0.5
Aruba,ABW,Pillar 1 - Data Use - Score,SPI.INDEX.PIL1,40,40,40
Aruba,ABW,Pillar 2 - Data Services - Score,SPI.INDEX.PIL2,..,..,..
Aruba,ABW,Pillar 3 - Data Products - Score,SPI.INDEX.PIL3,28.53125,26.525,27.54375
Aruba,ABW,Pillar 4 - Data Sources - Score,SPI.INDEX.PIL4,..,..,..
Aruba,ABW,Pillar 5 - Data Infrastructure - Score,SPI.INDEX.PIL5,..,..,..
Aruba,ABW,Quality of Debt service data according to World Bank,SPI.D1.5.DT.TDS.DPPF.XP.ZS,1,1,1
Aruba,ABW,SDDS/e-GDDS subscription,SPI.D2.1.GDDS,0.5,0.5,0.5
Aruba,ABW,SPI Overall Score,SPI.INDEX,..,..,..
Aruba,ABW,System of national accounts in use,SPI.D5.2.1.SNAU,0.5,0.5,1
Australia,AUS,Business process,SPI.D5.2.10.GSBP,1,1,1
Australia,AUS,Central government accounting status,SPI.D5.2.7.CGOV,1,1,1
Australia,AUS,Classification of household consumption,SPI.D5.2.5.HOUS,1,1,1
Australia,AUS,Classification of national industry,SPI.D5.2.3.CNIN,1,1,1
Australia,AUS,Classification of status of employment,SPI.D5.2.6.EMPL,1,1,1
Australia,AUS,Compilation of government finance statistics,SPI.D5.2.8.FINA,1,1,1
Australia,AUS,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1,1,1
Australia,AUS,CPI base year,SPI.D5.2.4.CPIBY,1,1,1
Australia,AUS,CRVS (WDI),SPI.D4.2.3.CRVS,1,1,1
Australia,AUS,Labor force participation rate by sex and age (%),SPI.D1.5.LFP,1,1,1
Australia,AUS,National Accounts base year,SPI.D5.2.2.NABY,1,1,1
Australia,AUS,Pillar 1 - Data Use - Score,SPI.INDEX.PIL1,90,90,90
Australia,AUS,Pillar 2 - Data Services - Score,SPI.INDEX.PIL2,89.7666666666667,94,94
Australia,AUS,Pillar 3 - Data Products - Score,SPI.INDEX.PIL3,82.95625,80.48125,85.68125
Australia,AUS,Pillar 4 - Data Sources - Score,SPI.INDEX.PIL4,82.3,84.65,84.65
Australia,AUS,Pillar 5 - Data Infrastructure - Score,SPI.INDEX.PIL5,100,100,100
Australia,AUS,Quality of Debt service data according to World Bank,SPI.D1.5.DT.TDS.DPPF.XP.ZS,1,1,1
Australia,AUS,SDDS/e-GDDS subscription,SPI.D2.1.GDDS,1,1,1
Australia,AUS,SPI Overall Score,SPI.INDEX,89.0045833333333,89.82625,90.86625
Australia,AUS,System of national accounts in use,SPI.D5.2.1.SNAU,1,1,1
Austria,AUT,Business process,SPI.D5.2.10.GSBP,1,1,1
Austria,AUT,Central government accounting status,SPI.D5.2.7.CGOV,1,1,1
Austria,AUT,Classification of household consumption,SPI.D5.2.5.HOUS,1,1,1
Austria,AUT,Classification of national industry,SPI.D5.2.3.CNIN,1,1,1
Austria,AUT,Classification of status of employment,SPI.D5.2.6.EMPL,1,1,1
Austria,AUT,Compilation of government finance statistics,SPI.D5.2.8.FINA,1,1,1
Austria,AUT,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1,1,1
Austria,AUT,CPI base year,SPI.D5.2.4.CPIBY,0.5,0.5,1
Austria,AUT,CRVS (WDI),SPI.D4.2.3.CRVS,1,1,1
Austria,AUT,Labor force participation rate by sex and age (%),SPI.D1.5.LFP,1,1,1
Austria,AUT,National Accounts base year,SPI.D5.2.2.NABY,1,1,1
Austria,AUT,Pillar 1 - Data Use - Score,SPI.INDEX.PIL1,100,100,100
Austria,AUT,Pillar 2 - Data Services - Score,SPI.INDEX.PIL2,92.0333333333333,89.5333333333333,89.5333333333333
Austria,AUT,Pillar 3 - Data Products - Score,SPI.INDEX.PIL3,88.6375,85.03125,92.75
Austria,AUT,Pillar 4 - Data Sources - Score,SPI.INDEX.PIL4,79.15,80.95,80.95
Austria,AUT,Pillar 5 - Data Infrastructure - Score,SPI.INDEX.PIL5,95,95,100
Austria,AUT,Quality of Debt service data according to World Bank,SPI.D1.5.DT.TDS.DPPF.XP.ZS,1,1,1
Austria,AUT,SDDS/e-GDDS subscription,SPI.D2.1.GDDS,1,1,1
Austria,AUT,SPI Overall Score,SPI.INDEX,90.9641666666667,90.1029166666667,92.6466666666667
Austria,AUT,System of national accounts in use,SPI.D5.2.1.SNAU,1,1,1
Azerbaijan,AZE,Business process,SPI.D5.2.10.GSBP,1,1,1
Azerbaijan,AZE,Central government accounting status,SPI.D5.2.7.CGOV,0.5,0.5,0.5
Azerbaijan,AZE,Classification of household consumption,SPI.D5.2.5.HOUS,1,1,1
Azerbaijan,AZE,Classification of national industry,SPI.D5.2.3.CNIN,1,1,1
Azerbaijan,AZE,Classification of status of employment,SPI.D5.2.6.EMPL,1,1,1
Azerbaijan,AZE,Compilation of government finance statistics,SPI.D5.2.8.FINA,0,0,1
Azerbaijan,AZE,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1,1,1
Azerbaijan,AZE,CPI base year,SPI.D5.2.4.CPIBY,0,0,0
Azerbaijan,AZE,CRVS (WDI),SPI.D4.2.3.CRVS,1,1,1
Azerbaijan,AZE,Labor force participation rate by sex and age (%),SPI.D1.5.LFP,1,1,1
Azerbaijan,AZE,National Accounts base year,SPI.D5.2.2.NABY,1,1,1
Azerbaijan,AZE,Pillar 1 - Data Use - Score,SPI.INDEX.PIL1,80,80,80
Azerbaijan,AZE,Pillar 2 - Data Services - Score,SPI.INDEX.PIL2,68.1,69.3333333333333,36
Azerbaijan,AZE,Pillar 3 - Data Products - Score,SPI.INDEX.PIL3,82.54375,70.1875,73.55625
Azerbaijan,AZE,Pillar 4 - Data Sources - Score,SPI.INDEX.PIL4,62.725,64.425,64.425
Azerbaijan,AZE,Pillar 5 - Data Infrastructure - Score,SPI.INDEX.PIL5,70,70,80
Azerbaijan,AZE,Quality of Debt service data according to World Bank,SPI.D1.5.DT.TDS.DPPF.XP.ZS,1,1,1
Azerbaijan,AZE,SDDS/e-GDDS subscription,SPI.D2.1.GDDS,0.5,0.5,0.5
Azerbaijan,AZE,SPI Overall Score,SPI.INDEX,72.67375,70.7891666666667,66.79625
Azerbaijan,AZE,System of national accounts in use,SPI.D5.2.1.SNAU,0.5,0.5,0.5
"Bahamas, The",BHS,Business process,SPI.D5.2.10.GSBP,0,0,0
"Bahamas, The",BHS,Central government accounting status,SPI.D5.2.7.CGOV,0.5,0.5,0.5
"Bahamas, The",BHS,Classification of household consumption,SPI.D5.2.5.HOUS,1,1,1
"Bahamas, The",BHS,Classification of national industry,SPI.D5.2.3.CNIN,1,1,1
"Bahamas, The",BHS,Classification of status of employment,SPI.D5.2.6.EMPL,1,1,1
"Bahamas, The",BHS,Compilation of government finance statistics,SPI.D5.2.8.FINA,1,1,1
"Bahamas, The",BHS,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,1,1,1
"Bahamas, The",BHS,CPI base year,SPI.D5.2.4.CPIBY,0.5,0.5,0.5
"Bahamas, The",BHS,CRVS (WDI),SPI.D4.2.3.CRVS,0.5,0.5,0.5
"Bahamas, The",BHS,Labor force participation rate by sex and age (%),SPI.D1.5.LFP,0,0,0
"Bahamas, The",BHS,National Accounts base year,SPI.D5.2.2.NABY,0.5,0.5,0.5
"Bahamas, The",BHS,Pillar 1 - Data Use - Score,SPI.INDEX.PIL1,60,60,60
"Bahamas, The",BHS,Pillar 2 - Data Services - Score,SPI.INDEX.PIL2,28.6333333333333,27.6666666666667,27.6666666666667
"Bahamas, The",BHS,Pillar 3 - Data Products - Score,SPI.INDEX.PIL3,49.45625,46.7125,49.3
"Bahamas, The",BHS,Pillar 4 - Data Sources - Score,SPI.INDEX.PIL4,32.7,36.8666666666667,36.8666666666667
"Bahamas, The",BHS,Pillar 5 - Data Infrastructure - Score,SPI.INDEX.PIL5,75,75,75
"Bahamas, The",BHS,Quality of Debt service data according to World Bank,SPI.D1.5.DT.TDS.DPPF.XP.ZS,1,1,1
"Bahamas, The",BHS,SDDS/e-GDDS subscription,SPI.D2.1.GDDS,0.5,0.5,0.5
"Bahamas, The",BHS,SPI Overall Score,SPI.INDEX,49.1579166666667,49.2491666666667,49.7666666666667
"Bahamas, The",BHS,System of national accounts in use,SPI.D5.2.1.SNAU,1,1,1
Bahrain,BHR,Business process,SPI.D5.2.10.GSBP,0,0,0
Bahrain,BHR,Central government accounting status,SPI.D5.2.7.CGOV,0,0,0
Bahrain,BHR,Classification of household consumption,SPI.D5.2.5.HOUS,1,1,1
Bahrain,BHR,Classification of national industry,SPI.D5.2.3.CNIN,0.5,0.5,0.5
Bahrain,BHR,Classification of status of employment,SPI.D5.2.6.EMPL,0,0,1
Bahrain,BHR,Compilation of government finance statistics,SPI.D5.2.8.FINA,0.5,0.5,0.5
Bahrain,BHR,Compilation of monetary and financial statistics,SPI.D5.2.9.MONY,0,0,0
Bahrain,BHR,CPI base year,SPI.D5.2.4.CPIBY,0.5,0.5,0.5
Bahrain,BHR,CRVS (WDI),SPI.D4.2.3.CRVS,1,1,1
Bahrain,BHR,Labor force participation rate by sex and age (%),SPI.D1.5.LFP,0,0,0
Bahrain,BHR,National Accounts base year,SPI.D5.2.2.NABY,0,0,0
Bahrain,BHR,Pillar 1 - Data Use - Score,SPI.INDEX.PIL1,60,60,60
Bahrain,BHR,Pillar 2 - Data Services - Score,SPI.INDEX.PIL2,72.2333333333333,73.7,40.3666666666667
Bahrain,BHR,Pillar 3 - Data Products - Score,SPI.INDEX.PIL3,52.3,51.7,58.1125
Bahrain,BHR,Pillar 4 - Data Sources - Score,SPI.INDEX.PIL4,59.5666666666667,59.4166666666667,59.4166666666667
Bahrain,BHR,Pillar 5 - Data Infrastructure - Score,SPI.INDEX.PIL5,30,30,40
Bahrain,BHR,Quality of Debt service data according to World Bank,SPI.D1.5.DT.TDS.DPPF.XP.ZS,1,1,1
Bahrain,BHR,SDDS/e-GDDS subscription,SPI.D2.1.GDDS,0.5,0.5,0.5
Bahrain,BHR,SPI Overall Score,SPI.INDEX,54.82,54.9633333333333,51.5791666666667
Bahrain,BHR,System of national accounts in use,SPI.D5.2.1.SNAU,0.5,0.5,0.5
Bangladesh,BGD,Business process,SPI.D5.2.10.GSBP,0,0,0
Bangladesh,BGD,Central government accounting status,SPI.D5.2.7.CGOV,0,0,0
