Country Name,Country Code,Series Name,Series Code,2021 [YR2021],2022 [YR2022],2023 [YR2023]
Afghanistan,AFG,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,5.519,..,..
Afghanistan,AFG,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,7.329,..,..
Afghanistan,AFG,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,8.879,..,..
Afghanistan,AFG,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,10.563,..,..
Afghanistan,AFG,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,8.412,..,..
Afghanistan,AFG,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,6.258,..,..
Afghanistan,AFG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,16.945,26.742,26.57
Afghanistan,AFG,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,21.445,..,..
Afghanistan,AFG,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,10.911,13.168,13.066
Afghanistan,AFG,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,21.372,30.061,29.927
Afghanistan,AFG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.679,..,..
Afghanistan,AFG,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",SL.UEM.1524.FE.NE.ZS,9.433,..,..
Afghanistan,AFG,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,8.547,..,..
Afghanistan,AFG,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,15.033,16.289,16.219
Afghanistan,AFG,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,16.395,17.365,17.291
Afghanistan,AFG,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,47.15,..,..
Afghanistan,AFG,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,0.80589698069956,..,..
Afghanistan,AFG,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,1178.73785900005,..,..
Afghanistan,AFG,"People with basic handwashing facilities including soap and water, urban (% of urban population)",SH.STA.HYGN.UR.ZS,59.2105307581514,58.5209787165354,..
Afghanistan,AFG,Public private partnerships investment in water and sanitation (current US$),IE.PPN.WATR.CD,..,..,..
Afghanistan,AFG,"People with basic handwashing facilities including soap and water, rural (% of rural population)",SH.STA.HYGN.RU.ZS,43.1401971395667,44.4766599817053,..
Afghanistan,AFG,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,36.3470266143193,36.38141,..
Afghanistan,AFG,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,47.368944647633,48.2146964807102,..
Afghanistan,AFG,"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS,26.8022235816227,27.7319601777143,..
Afghanistan,AFG,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,98.5417692554677,98.9863631687243,..
Afghanistan,AFG,"People using at least basic drinking water services, rural (% of rural population)",SH.H2O.BASW.RU.ZS,72.9620245828077,76.0781091748725,..
Afghanistan,AFG,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,29.3138430014086,30.0340981310563,..
Afghanistan,AFG,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,20.282,..,..
Afghanistan,AFG,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..
Afghanistan,AFG,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,43.0159066808059,..,..
Albania,ALB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,79.173,79.472,..
Albania,ALB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,74.087,74.502,..
Albania,ALB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.463,76.833,..
Albania,ALB,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,..,..,..
Albania,ALB,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,..,..,..
Albania,ALB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,98.3000030517578,..
Albania,ALB,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,..,99.9000015258789,..
Albania,ALB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,98.5,..
Albania,ALB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,99.5,..
Albania,ALB,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,99.0999984741211,..
Albania,ALB,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,..,1.00801002979279,..
Albania,ALB,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,98.6999969482422,..
Albania,ALB,Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM,10.2368154525756,..,..
Albania,ALB,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..,..,..
Albania,ALB,Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS,..,..,..
Albania,ALB,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..
Albania,ALB,Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,..,..,..
Albania,ALB,Poverty gap at $6.85 a day (2017 PPP) (%),SI.POV.UMIC.GP,..,..,..
Albania,ALB,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..
Albania,ALB,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
Albania,ALB,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..
Albania,ALB,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..
Albania,ALB,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..
Albania,ALB,Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,..,..,..
Albania,ALB,Proportion of population pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),SH.UHC.NOPR.ZS,..,..,..
Albania,ALB,Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,..,..,..
Albania,ALB,Proportion of population pushed further below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.FBP1.ZS,..,..,..
Albania,ALB,Proportion of population pushed further below the 60% median consumption poverty line by out-of-pocket health care expenditure (%),SH.UHC.FBPR.ZS,..,..,..
Albania,ALB,Proportion of population pushed or further pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.TOT2.ZS,..,..,..
Albania,ALB,Proportion of population pushed further below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.FBP2.ZS,..,..,..
Albania,ALB,Proportion of population pushed or further pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.TOT1.ZS,..,..,..
Albania,ALB,Proportion of population pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),SH.UHC.TOTR.ZS,..,..,..
Albania,ALB,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,10.379,10.228,8.947
Albania,ALB,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,11.808,11.02,10.599
Albania,ALB,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,10.109,9.437,9.694
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.474,10.137,10.108
Albania,ALB,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,11.309,10.398,10.421
Albania,ALB,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,11.68,11.235,10.958
Albania,ALB,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,13.008,10.678,11.808
Albania,ALB,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,13.279,12.355,12.824
Albania,ALB,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,9.698,8.293,8.648
Albania,ALB,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,8.653,9.26,6.619
Albania,ALB,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,10.505,10.574,10.711
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,11.678,10.405,10.376
Albania,ALB,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,13.83,15.317,14.689
Albania,ALB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,11.307,9.917,9.888
Albania,ALB,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,30.076,27.087,27.186
Albania,ALB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,11.474,10.785,10.669
Albania,ALB,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",SL.UEM.1524.FE.NE.ZS,29.173,25.502,26.259
Albania,ALB,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,25.44,23.775,24.778
Albania,ALB,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,25.414,23.247,23.325
Albania,ALB,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,27.244,24.735,24.817
Albania,ALB,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,26.9,..,..
Albania,ALB,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,17.1598237146145,..,..
Albania,ALB,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,9567.2814623074,..,..
Albania,ALB,"People with basic handwashing facilities including soap and water, urban (% of urban population)",SH.STA.HYGN.UR.ZS,..,..,..
Albania,ALB,Public private partnerships investment in water and sanitation (current US$),IE.PPN.WATR.CD,..,..,..
Albania,ALB,"People with basic handwashing facilities including soap and water, rural (% of rural population)",SH.STA.HYGN.RU.ZS,..,..,..
Albania,ALB,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,..,..,..
Albania,ALB,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..
Albania,ALB,"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS,..,..,..
Albania,ALB,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,95.6638091167437,95.6638091167437,..
Albania,ALB,"People using at least basic drinking water services, rural (% of rural population)",SH.H2O.BASW.RU.ZS,94.0913580589588,94.0913580589588,..
Albania,ALB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,70.7057950614818,70.7360679461577,..
Albania,ALB,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.796,..,..
Albania,ALB,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..
Albania,ALB,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,2.95910780669145,..,..
Algeria,DZA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.959,78.457,..
Algeria,DZA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,74.879,75.853,..
Algeria,DZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.377,77.129,..
Algeria,DZA,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,..,..,..
Algeria,DZA,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,..,..,..
Algeria,DZA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..
Algeria,DZA,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,..,..,..
Algeria,DZA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Algeria,DZA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..
Algeria,DZA,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..
Algeria,DZA,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,..,..,..
Algeria,DZA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,..,..
Algeria,DZA,Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM,..,..,..
Algeria,DZA,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..,..,..
Algeria,DZA,Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS,..,..,..
Algeria,DZA,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..
Algeria,DZA,Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,..,..,..
Algeria,DZA,Poverty gap at $6.85 a day (2017 PPP) (%),SI.POV.UMIC.GP,..,..,..
Algeria,DZA,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..
Algeria,DZA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
Algeria,DZA,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..
Algeria,DZA,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..
Algeria,DZA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..
Algeria,DZA,Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,..,..,..
Algeria,DZA,Proportion of population pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),SH.UHC.NOPR.ZS,..,..,..
Algeria,DZA,Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,..,..,..
Algeria,DZA,Proportion of population pushed further below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.FBP1.ZS,..,..,..
Algeria,DZA,Proportion of population pushed further below the 60% median consumption poverty line by out-of-pocket health care expenditure (%),SH.UHC.FBPR.ZS,..,..,..
Algeria,DZA,Proportion of population pushed or further pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.TOT2.ZS,..,..,..
Algeria,DZA,Proportion of population pushed further below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.FBP2.ZS,..,..,..
Algeria,DZA,Proportion of population pushed or further pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.TOT1.ZS,..,..,..
Algeria,DZA,Proportion of population pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),SH.UHC.TOTR.ZS,..,..,..
Algeria,DZA,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..
Algeria,DZA,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,..,..,..
Algeria,DZA,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.63,12.346,11.701
Algeria,DZA,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,..,..,..
Algeria,DZA,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..,..,..
Algeria,DZA,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,..,..,..
Algeria,DZA,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,..,..
Algeria,DZA,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,..,..,..
Algeria,DZA,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,..,..,..
Algeria,DZA,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,..,..,..
Algeria,DZA,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,23.351,22.126,21.144
Algeria,DZA,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,..,..,..
Algeria,DZA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,11.638,10.39,9.79
Algeria,DZA,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,51.12,47.719,46.358
Algeria,DZA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..
Algeria,DZA,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",SL.UEM.1524.FE.NE.ZS,..,..,..
Algeria,DZA,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,..,..,..
Algeria,DZA,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,30.659,28.696,27.509
Algeria,DZA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,33.843,31.662,30.447
Algeria,DZA,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,11.247,..,..
Algeria,DZA,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,20.3518555552943,..,..
Algeria,DZA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,251.267289035955,..,..
Algeria,DZA,"People with basic handwashing facilities including soap and water, urban (% of urban population)",SH.STA.HYGN.UR.ZS,87.9995493535777,87.9995493535777,..
Algeria,DZA,Public private partnerships investment in water and sanitation (current US$),IE.PPN.WATR.CD,..,..,..
Algeria,DZA,"People with basic handwashing facilities including soap and water, rural (% of rural population)",SH.STA.HYGN.RU.ZS,75.3332602781786,75.3332602781786,..
Algeria,DZA,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,73.1110134034673,73.1110134034673,..
Algeria,DZA,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,84.7393723351476,84.8040971959364,..
Algeria,DZA,"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS,63.1495466893005,63.1495466893005,..
Algeria,DZA,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,96.1077190993754,96.1077190993754,..
Algeria,DZA,"People using at least basic drinking water services, rural (% of rural population)",SH.H2O.BASW.RU.ZS,90.3747211504658,90.3747211504658,..
Algeria,DZA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,70.5470307769978,70.5979339572563,..
Algeria,DZA,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,9.802,..,..
Algeria,DZA,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..
Algeria,DZA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,87.152129456744,..,..
American Samoa,ASM,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..,..,..
American Samoa,ASM,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..,..,..
American Samoa,ASM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..
American Samoa,ASM,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,..,..,..
American Samoa,ASM,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,..,..,..
American Samoa,ASM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..
American Samoa,ASM,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,..,..,..
American Samoa,ASM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
American Samoa,ASM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..
American Samoa,ASM,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..
American Samoa,ASM,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,..,..,..
American Samoa,ASM,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,..,..
American Samoa,ASM,Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM,..,..,..
American Samoa,ASM,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..,..,..
American Samoa,ASM,Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS,..,..,..
American Samoa,ASM,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..
American Samoa,ASM,Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,..,..,..
American Samoa,ASM,Poverty gap at $6.85 a day (2017 PPP) (%),SI.POV.UMIC.GP,..,..,..
American Samoa,ASM,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..
American Samoa,ASM,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
American Samoa,ASM,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..
American Samoa,ASM,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..
